Order ID, Amount , Profit ,Quantity,Category,Sub-Category,PaymentMode,Order Date,Day,Month,Year,CustomerName,State,City
B-26904, $594.00 , $67.00 ,19,Office Supplies,Paper,Debit Card,10-09-2023,10,9,2023,Maria Davis,New York,Buffalo
B-25435," $4,157.00 "," $1,874.00 ",8,Electronics,Laptops,EMI,10-09-2020,10,9,2020,Paul Scott,California,San Francisco
B-25435," $3,518.00 "," $1,051.00 ",3,Furniture,Bookcases,UPI,10-09-2020,10,9,2020,Paul Scott,California,San Francisco
B-25935," $3,482.00 "," $1,554.00 ",15,Electronics,Laptops,Debit Card,09-09-2020,9,9,2020,Amanda Kim,Ohio,Columbus
B-25915," $3,433.00 "," $1,169.00 ",10,Office Supplies,Binders,COD,09-09-2021,9,9,2021,Amy Olsen,Illinois,Springfield
B-25915," $3,887.00 "," $1,490.00 ",1,Office Supplies,Binders,Debit Card,09-09-2021,9,9,2021,Amy Olsen,Illinois,Springfield
B-26678," $6,934.00 "," $1,226.00 ",1,Electronics,Electronic Games,Debit Card,08-09-2021,8,9,2021,Christian Jones,New York,Rochester
B-26599," $4,015.00 "," $1,751.00 ",15,Furniture,Chairs,Debit Card,08-09-2020,8,9,2020,Jorge George,New York,New York City
B-26122," $4,116.00 ", $921.00 ,20,Office Supplies,Paper,UPI,08-09-2020,8,9,2020,Angela Norman,Illinois,Springfield
B-25915," $3,433.00 "," $1,169.00 ",10,Office Supplies,Binders,COD,08-09-2021,8,9,2021,Stacey Miller,California,San Diego
B-25915," $3,887.00 "," $1,490.00 ",1,Office Supplies,Binders,Debit Card,08-09-2021,8,9,2021,Stacey Miller,California,San Diego
B-25369," $1,579.00 ", $602.00 ,9,Electronics,Laptops,Credit Card,08-09-2024,8,9,2024,Julie Smith MD,New York,Rochester
B-25369," $3,760.00 "," $1,849.00 ",19,Furniture,Chairs,EMI,08-09-2024,8,9,2024,Julie Smith MD,New York,Rochester
B-25222," $4,852.00 ", $218.00 ,2,Furniture,Tables,EMI,07-09-2023,7,9,2023,Brandon Norton,Illinois,Springfield
B-26322," $5,934.00 "," $1,563.00 ",2,Office Supplies,Markers,EMI,06-09-2024,6,9,2024,David Brown,Illinois,Peoria
B-25564," $2,451.00 ", $342.00 ,8,Office Supplies,Paper,EMI,06-09-2021,6,9,2021,Susan Wright,California,Los Angeles
B-25483," $7,821.00 "," $3,821.00 ",13,Electronics,Laptops,EMI,06-09-2021,6,9,2021,Carrie Alvarez,Illinois,Peoria
B-25483," $3,129.00 ", $55.00 ,9,Furniture,Bookcases,Debit Card,06-09-2021,6,9,2021,Carrie Alvarez,Illinois,Peoria
B-26912," $8,752.00 "," $1,686.00 ",9,Furniture,Tables,Debit Card,04-09-2023,4,9,2023,John Cox,Illinois,Peoria
B-25884," $9,538.00 "," $3,158.00 ",20,Electronics,Printers,Credit Card,04-09-2024,4,9,2024,Sean Elliott,California,San Francisco
B-25884," $9,035.00 "," $1,227.00 ",14,Furniture,Chairs,EMI,04-09-2024,4,9,2024,Sean Elliott,California,San Francisco
B-25733," $4,569.00 "," $1,693.00 ",10,Electronics,Printers,UPI,04-09-2020,4,9,2020,Manuel Stark,Illinois,Springfield
B-26878," $1,078.00 ", $309.00 ,3,Electronics,Phones,Credit Card,03-09-2022,3,9,2022,Nicholas Flores,Ohio,Cleveland
B-26598," $1,093.00 ", $397.00 ,17,Electronics,Printers,Credit Card,01-09-2024,1,9,2024,Jamie Jimenez,New York,Buffalo
B-26598," $2,636.00 ", $88.00 ,11,Office Supplies,Paper,Debit Card,01-09-2024,1,9,2024,Jamie Jimenez,New York,Buffalo
B-26379," $8,681.00 "," $2,458.00 ",9,Office Supplies,Pens,Credit Card,01-09-2020,1,9,2020,Mike Armstrong,New York,New York City
B-25004," $9,965.00 "," $3,033.00 ",16,Office Supplies,Markers,COD,01-09-2023,1,9,2023,Frank Garcia,New York,Buffalo
B-26324," $6,355.00 "," $1,335.00 ",15,Electronics,Electronic Games,Debit Card,31-08-2023,31,8,2023,Jacob Mann,Texas,Austin
B-25868," $2,944.00 ", $249.00 ,5,Office Supplies,Binders,Credit Card,31-08-2024,31,8,2024,Autumn Lee,Ohio,Columbus
B-26844," $4,163.00 ", $897.00 ,14,Electronics,Electronic Games,COD,30-08-2022,30,8,2022,Michelle Lynch,Illinois,Springfield
B-25602," $4,853.00 "," $1,764.00 ",9,Office Supplies,Pens,Debit Card,30-08-2022,30,8,2022,Randy Fisher,Texas,Houston
B-26964," $3,522.00 ", $898.00 ,15,Office Supplies,Pens,Credit Card,29-08-2024,29,8,2024,Brandon Kirk,Ohio,Cleveland
B-25936," $9,992.00 "," $3,696.00 ",20,Office Supplies,Pens,Debit Card,29-08-2022,29,8,2022,Brent Hernandez,New York,Rochester
B-25936," $9,619.00 "," $3,420.00 ",7,Office Supplies,Binders,UPI,29-08-2022,29,8,2022,Brent Hernandez,New York,Rochester
B-25156," $9,820.00 ", $793.00 ,16,Furniture,Chairs,Credit Card,29-08-2021,29,8,2021,Tom Lawson,New York,Buffalo
B-26599," $4,015.00 "," $1,751.00 ",15,Furniture,Chairs,Debit Card,28-08-2022,28,8,2022,Cheryl Stevens,California,San Francisco
B-26068," $1,033.00 ", $254.00 ,5,Furniture,Bookcases,COD,28-08-2020,28,8,2020,Carol Norman,New York,Rochester
B-25855," $5,263.00 "," $1,743.00 ",19,Furniture,Sofas,Credit Card,28-08-2022,28,8,2022,Kelsey Huber,Florida,Miami
B-26806," $4,027.00 "," $1,386.00 ",3,Furniture,Bookcases,EMI,27-08-2020,27,8,2020,Laura Cole,Florida,Tampa
B-26284," $5,152.00 "," $2,045.00 ",14,Electronics,Phones,UPI,25-08-2022,25,8,2022,Sabrina Clark,California,Los Angeles
B-25944," $5,954.00 "," $2,640.00 ",14,Electronics,Laptops,Credit Card,24-08-2021,24,8,2021,Angelica Lewis,New York,New York City
B-25646," $8,979.00 "," $4,477.00 ",4,Office Supplies,Paper,Credit Card,24-08-2020,24,8,2020,Sharon Wilkins,Illinois,Chicago
B-26284," $5,152.00 "," $2,045.00 ",14,Electronics,Phones,UPI,23-08-2023,23,8,2023,Larry Casey,Illinois,Chicago
B-26166," $5,142.00 "," $1,916.00 ",20,Office Supplies,Paper,EMI,23-08-2022,23,8,2022,Cynthia Wilcox,Illinois,Chicago
B-26166," $2,999.00 ", $145.00 ,13,Office Supplies,Binders,COD,23-08-2022,23,8,2022,Cynthia Wilcox,Illinois,Chicago
B-26144," $3,461.00 "," $1,537.00 ",15,Furniture,Sofas,EMI,23-08-2024,23,8,2024,Andrew Griffin,Illinois,Chicago
B-26144," $5,714.00 "," $1,438.00 ",6,Electronics,Electronic Games,Credit Card,23-08-2024,23,8,2024,Andrew Griffin,Illinois,Chicago
B-26144," $3,853.00 "," $1,457.00 ",10,Office Supplies,Binders,COD,23-08-2024,23,8,2024,Andrew Griffin,Illinois,Chicago
B-25346," $6,265.00 ", $155.00 ,8,Furniture,Sofas,COD,23-08-2022,23,8,2022,Reginald Hebert,Ohio,Cincinnati
B-26245," $4,172.00 ", $235.00 ,5,Office Supplies,Paper,EMI,22-08-2022,22,8,2022,Vincent Kramer,Florida,Orlando
B-26743," $7,684.00 "," $1,157.00 ",12,Furniture,Sofas,COD,21-08-2023,21,8,2023,Pamela Callahan DVM,Ohio,Columbus
B-26366," $6,584.00 ", $371.00 ,6,Office Supplies,Markers,UPI,21-08-2021,21,8,2021,James Mendoza,Ohio,Cleveland
B-26366," $4,706.00 ", $594.00 ,11,Office Supplies,Binders,COD,21-08-2021,21,8,2021,James Mendoza,Ohio,Cleveland
B-26033," $6,077.00 "," $2,378.00 ",18,Electronics,Phones,COD,21-08-2022,21,8,2022,Keith Brooks,New York,New York City
B-26032," $6,218.00 "," $1,125.00 ",5,Furniture,Tables,Debit Card,21-08-2020,21,8,2020,Scott Lewis,Texas,Houston
B-26032," $2,799.00 "," $1,239.00 ",5,Furniture,Sofas,Debit Card,21-08-2020,21,8,2020,Scott Lewis,Texas,Houston
B-26032," $5,167.00 ", $253.00 ,14,Electronics,Printers,Credit Card,21-08-2020,21,8,2020,Scott Lewis,Texas,Houston
B-26032," $8,346.00 "," $1,176.00 ",1,Electronics,Phones,COD,21-08-2020,21,8,2020,Scott Lewis,Texas,Houston
B-25730," $2,863.00 ", $205.00 ,17,Electronics,Phones,UPI,21-08-2023,21,8,2023,Austin White,California,Los Angeles
B-25730," $8,293.00 "," $2,632.00 ",8,Office Supplies,Binders,COD,21-08-2023,21,8,2023,Austin White,California,Los Angeles
B-25640, $670.00 , $85.00 ,9,Office Supplies,Pens,EMI,21-08-2023,21,8,2023,Claire Cole,Texas,Houston
B-25462," $5,730.00 ", $482.00 ,6,Electronics,Laptops,COD,21-08-2024,21,8,2024,Randy Acosta,Florida,Tampa
B-25443," $4,544.00 "," $1,726.00 ",9,Electronics,Phones,EMI,21-08-2024,21,8,2024,Kathy Wilson,Texas,Dallas
B-25443," $5,900.00 "," $1,738.00 ",20,Electronics,Phones,UPI,21-08-2024,21,8,2024,Kathy Wilson,Texas,Dallas
B-25267," $4,534.00 "," $2,235.00 ",4,Furniture,Tables,COD,21-08-2022,21,8,2022,Michael Bell,California,San Diego
B-25267," $9,894.00 ", $829.00 ,1,Office Supplies,Binders,COD,21-08-2022,21,8,2022,Michael Bell,California,San Diego
B-26572," $1,818.00 ", $738.00 ,11,Office Supplies,Markers,EMI,20-08-2022,20,8,2022,Austin Davis,California,San Diego
B-26572," $5,911.00 "," $2,333.00 ",14,Furniture,Bookcases,EMI,20-08-2022,20,8,2022,Austin Davis,California,San Diego
B-25504," $8,178.00 "," $2,462.00 ",10,Office Supplies,Pens,UPI,20-08-2023,20,8,2023,David Bell,California,Los Angeles
B-26393," $2,258.00 ", $135.00 ,18,Electronics,Printers,Credit Card,19-08-2022,19,8,2022,Stephen Hogan,California,San Diego
B-26219," $9,386.00 "," $2,555.00 ",20,Office Supplies,Markers,Credit Card,19-08-2020,19,8,2020,Mark Padilla,California,San Diego
B-25709," $1,109.00 ", $418.00 ,15,Office Supplies,Paper,UPI,19-08-2021,19,8,2021,Denise Mcdaniel,California,Los Angeles
B-25022," $6,646.00 ", $848.00 ,15,Furniture,Sofas,Debit Card,19-08-2023,19,8,2023,Nicole Dudley,New York,New York City
B-25660," $7,595.00 "," $2,873.00 ",4,Furniture,Chairs,Debit Card,18-08-2020,18,8,2020,Steven Cox,California,Los Angeles
B-26819," $8,762.00 "," $3,502.00 ",1,Electronics,Phones,Debit Card,17-08-2021,17,8,2021,Debra Richards,Florida,Tampa
B-26726," $3,176.00 ", $586.00 ,9,Furniture,Tables,EMI,17-08-2023,17,8,2023,Brandon Hughes,Texas,Dallas
B-26726," $7,213.00 ", $508.00 ,19,Electronics,Electronic Games,Debit Card,17-08-2023,17,8,2023,Brandon Hughes,Texas,Dallas
B-26332," $9,835.00 "," $2,571.00 ",16,Furniture,Tables,COD,17-08-2022,17,8,2022,Emily Ellison,California,Los Angeles
B-26332," $9,691.00 "," $3,056.00 ",13,Office Supplies,Markers,Credit Card,17-08-2022,17,8,2022,Emily Ellison,California,Los Angeles
B-26332," $7,826.00 "," $1,221.00 ",14,Furniture,Bookcases,UPI,17-08-2022,17,8,2022,Emily Ellison,California,Los Angeles
B-25827," $1,786.00 ", $224.00 ,4,Furniture,Tables,COD,17-08-2021,17,8,2021,Amanda Ramirez,Texas,Dallas
B-25326," $5,578.00 ", $277.00 ,16,Furniture,Tables,COD,17-08-2021,17,8,2021,Charlene Brown,Florida,Miami
B-25573," $2,119.00 ", $196.00 ,1,Furniture,Sofas,COD,16-08-2020,16,8,2020,Heather Johnson,California,Los Angeles
B-25541," $1,045.00 ", $267.00 ,11,Electronics,Phones,Debit Card,13-08-2021,13,8,2021,Michael Hanson,New York,Rochester
B-25541," $2,401.00 "," $1,163.00 ",10,Furniture,Bookcases,UPI,13-08-2021,13,8,2021,Michael Hanson,New York,Rochester
B-25388," $5,047.00 "," $2,211.00 ",13,Furniture,Sofas,EMI,13-08-2023,13,8,2023,Alexandra Moran,California,San Francisco
B-26939," $4,920.00 ", $775.00 ,12,Furniture,Tables,Debit Card,12-08-2021,12,8,2021,Theresa Medina,Illinois,Springfield
B-26939," $9,078.00 "," $2,213.00 ",15,Furniture,Bookcases,EMI,12-08-2021,12,8,2021,Theresa Medina,Illinois,Springfield
B-26796," $6,669.00 "," $3,063.00 ",19,Electronics,Printers,UPI,12-08-2023,12,8,2023,Mary Crawford,Ohio,Cincinnati
B-26752," $8,422.00 ", $893.00 ,18,Electronics,Printers,Debit Card,12-08-2022,12,8,2022,Christopher Espinoza,Ohio,Columbus
B-26752," $6,105.00 "," $1,447.00 ",8,Furniture,Bookcases,Credit Card,12-08-2022,12,8,2022,Christopher Espinoza,Ohio,Columbus
B-26556," $1,341.00 ", $615.00 ,4,Electronics,Laptops,UPI,12-08-2022,12,8,2022,Kimberly Greene,Florida,Orlando
B-25258," $6,951.00 ", $164.00 ,10,Furniture,Sofas,UPI,12-08-2021,12,8,2021,Sheila Clay,New York,Buffalo
B-26752," $8,422.00 ", $893.00 ,18,Electronics,Printers,Debit Card,11-08-2022,11,8,2022,Roy Miller,California,San Francisco
B-26752," $6,105.00 "," $1,447.00 ",8,Furniture,Bookcases,Credit Card,11-08-2022,11,8,2022,Roy Miller,California,San Francisco
B-25902," $7,493.00 ", $96.00 ,3,Electronics,Electronic Games,UPI,11-08-2020,11,8,2020,Theresa Cline,Ohio,Cleveland
B-25901," $9,883.00 "," $4,812.00 ",16,Office Supplies,Paper,UPI,11-08-2022,11,8,2022,Veronica Kelley,Florida,Orlando
B-25901," $5,210.00 "," $1,185.00 ",7,Office Supplies,Paper,UPI,11-08-2022,11,8,2022,Veronica Kelley,Florida,Orlando
B-25496," $3,095.00 ", $941.00 ,2,Office Supplies,Pens,EMI,11-08-2022,11,8,2022,Jessica Sloan,Texas,Austin
B-26565," $9,873.00 "," $4,585.00 ",7,Office Supplies,Paper,Credit Card,10-08-2020,10,8,2020,Maria Galvan,Ohio,Columbus
B-26402," $4,314.00 "," $1,453.00 ",6,Furniture,Sofas,COD,10-08-2021,10,8,2021,Christina Scott,Florida,Tampa
B-26106," $7,952.00 "," $3,865.00 ",8,Furniture,Sofas,Debit Card,10-08-2020,10,8,2020,Mr. Gregg Sawyer,Illinois,Peoria
B-25148," $1,067.00 ", $251.00 ,14,Furniture,Sofas,EMI,10-08-2022,10,8,2022,Carrie Smith,Illinois,Peoria
B-25148," $8,141.00 "," $3,968.00 ",18,Office Supplies,Markers,Debit Card,10-08-2022,10,8,2022,Carrie Smith,Illinois,Peoria
B-26906," $3,665.00 ", $802.00 ,4,Office Supplies,Markers,Credit Card,09-08-2021,9,8,2021,Brianna Hunt,Florida,Miami
B-26065," $7,930.00 "," $1,981.00 ",13,Furniture,Chairs,Credit Card,09-08-2024,9,8,2024,Rebecca Owen,Illinois,Springfield
B-25283," $5,448.00 "," $2,204.00 ",5,Furniture,Sofas,COD,09-08-2022,9,8,2022,Luis Warner,New York,New York City
B-25028," $1,961.00 ", $59.00 ,12,Office Supplies,Binders,UPI,09-08-2020,9,8,2020,Samantha Williams,Florida,Orlando
B-26899," $8,903.00 "," $4,401.00 ",18,Office Supplies,Pens,Credit Card,08-08-2022,8,8,2022,Christopher Jordan,Ohio,Columbus
B-26298," $2,082.00 ", $642.00 ,8,Electronics,Phones,EMI,07-08-2020,7,8,2020,Stephanie Oconnell,New York,Buffalo
B-25630," $5,951.00 ", $936.00 ,6,Electronics,Laptops,Debit Card,07-08-2024,7,8,2024,Charles Williams,Texas,Dallas
B-26317," $2,284.00 ", $149.00 ,20,Office Supplies,Pens,Debit Card,06-08-2021,6,8,2021,Laura Poole,New York,Rochester
B-25032," $5,591.00 "," $1,696.00 ",3,Office Supplies,Pens,COD,06-08-2024,6,8,2024,Denise Hampton,California,San Francisco
B-25032," $7,784.00 "," $2,937.00 ",12,Office Supplies,Markers,UPI,06-08-2024,6,8,2024,Denise Hampton,California,San Francisco
B-25032," $5,122.00 "," $2,413.00 ",12,Electronics,Electronic Games,COD,06-08-2024,6,8,2024,Denise Hampton,California,San Francisco
B-26929," $6,087.00 "," $3,043.00 ",1,Furniture,Sofas,COD,05-08-2020,5,8,2020,Kelly Roberts,New York,Buffalo
B-25880, $907.00 , $391.00 ,9,Office Supplies,Pens,Credit Card,04-08-2023,4,8,2023,Kaitlyn Graham MD,New York,New York City
B-25401," $6,017.00 "," $2,230.00 ",13,Electronics,Printers,Debit Card,04-08-2023,4,8,2023,Scott Craig,Illinois,Peoria
B-26545, $537.00 , $142.00 ,20,Office Supplies,Markers,EMI,02-08-2021,2,8,2021,Brent Thomas,Illinois,Peoria
B-26772," $7,344.00 "," $2,598.00 ",20,Furniture,Bookcases,COD,01-08-2022,1,8,2022,Paula Marshall,Texas,Dallas
B-25159," $5,338.00 "," $1,354.00 ",16,Office Supplies,Markers,UPI,01-08-2024,1,8,2024,Cassandra Jordan,Illinois,Peoria
B-26843," $4,591.00 "," $1,941.00 ",19,Electronics,Printers,EMI,31-07-2021,31,7,2021,Megan Williams,Texas,Dallas
B-26843," $9,612.00 "," $2,572.00 ",17,Office Supplies,Pens,Credit Card,31-07-2021,31,7,2021,Megan Williams,Texas,Dallas
B-26370," $8,825.00 "," $3,594.00 ",15,Furniture,Tables,Debit Card,31-07-2024,31,7,2024,Megan Mclean,New York,New York City
B-25564," $2,451.00 ", $342.00 ,8,Office Supplies,Paper,EMI,30-07-2024,30,7,2024,Zachary Pierce,Texas,Houston
B-25549," $4,609.00 "," $1,084.00 ",8,Electronics,Printers,UPI,30-07-2023,30,7,2023,Amy Duran MD,Florida,Orlando
B-25549," $4,734.00 ", $958.00 ,7,Electronics,Printers,Debit Card,30-07-2023,30,7,2023,Amy Duran MD,Florida,Orlando
B-25549," $2,328.00 ", $788.00 ,4,Office Supplies,Paper,UPI,30-07-2023,30,7,2023,Amy Duran MD,Florida,Orlando
B-26146," $2,239.00 "," $1,094.00 ",18,Electronics,Printers,COD,28-07-2024,28,7,2024,Megan Charles,Florida,Tampa
B-26146," $4,932.00 "," $1,153.00 ",1,Office Supplies,Markers,COD,28-07-2024,28,7,2024,Megan Charles,Florida,Tampa
B-25836," $2,695.00 ", $914.00 ,15,Furniture,Bookcases,Debit Card,28-07-2022,28,7,2022,Danielle Mitchell,Illinois,Peoria
B-25605," $4,026.00 ", $163.00 ,6,Electronics,Phones,COD,28-07-2023,28,7,2023,Randall Bell,New York,New York City
B-25477," $7,195.00 "," $1,665.00 ",7,Office Supplies,Markers,COD,27-07-2024,27,7,2024,Cynthia Smith,New York,Rochester
B-25630," $5,951.00 ", $936.00 ,6,Electronics,Laptops,Debit Card,26-07-2022,26,7,2022,Amy Page,Ohio,Columbus
B-26776," $4,975.00 "," $1,330.00 ",14,Electronics,Printers,UPI,25-07-2021,25,7,2021,Robert Stone,New York,Buffalo
B-26776," $9,726.00 "," $1,275.00 ",5,Electronics,Electronic Games,UPI,25-07-2021,25,7,2021,Robert Stone,New York,Buffalo
B-26137," $3,423.00 ", $804.00 ,4,Electronics,Printers,Credit Card,25-07-2020,25,7,2020,Angela Jackson,Texas,Dallas
B-25662," $5,346.00 "," $1,246.00 ",17,Furniture,Sofas,EMI,25-07-2022,25,7,2022,Eric Mason,Florida,Orlando
B-25437," $4,688.00 "," $1,841.00 ",3,Electronics,Laptops,Credit Card,25-07-2021,25,7,2021,Jillian Johnson MD,California,San Diego
B-25328," $8,780.00 "," $3,430.00 ",4,Electronics,Electronic Games,Credit Card,25-07-2023,25,7,2023,Jasmine James,Texas,Austin
B-25929, $962.00 , $298.00 ,18,Office Supplies,Binders,Credit Card,23-07-2022,23,7,2022,Matthew Parker,Illinois,Springfield
B-25964," $1,454.00 ", $80.00 ,20,Electronics,Electronic Games,Credit Card,22-07-2022,22,7,2022,Vincent Perez,New York,Rochester
B-25566," $3,877.00 ", $481.00 ,16,Furniture,Chairs,Debit Card,22-07-2023,22,7,2023,Kenneth Matthews,New York,Rochester
B-26279," $3,747.00 ", $410.00 ,5,Office Supplies,Markers,Credit Card,21-07-2021,21,7,2021,Jamie Santos,California,Los Angeles
B-26279," $3,194.00 ", $534.00 ,4,Office Supplies,Binders,UPI,21-07-2021,21,7,2021,Jamie Santos,California,Los Angeles
B-25196," $7,806.00 "," $1,127.00 ",1,Office Supplies,Markers,Credit Card,20-07-2023,20,7,2023,William Hill,Texas,Dallas
B-26987," $7,643.00 "," $3,720.00 ",19,Electronics,Electronic Games,EMI,18-07-2022,18,7,2022,Lynn Matthews,Texas,Dallas
B-26352," $4,936.00 ", $576.00 ,19,Furniture,Tables,COD,18-07-2023,18,7,2023,Marcus Brown,Illinois,Chicago
B-26352," $9,382.00 "," $1,085.00 ",3,Electronics,Printers,Debit Card,18-07-2023,18,7,2023,Marcus Brown,Illinois,Chicago
B-25971," $8,194.00 "," $2,881.00 ",6,Office Supplies,Paper,Debit Card,18-07-2021,18,7,2021,Kelly Pacheco,Texas,Houston
B-25931," $6,485.00 "," $3,178.00 ",18,Furniture,Sofas,UPI,18-07-2023,18,7,2023,Amanda Williams,Ohio,Columbus
B-25241," $9,905.00 ", $633.00 ,17,Office Supplies,Pens,EMI,18-07-2021,18,7,2021,John Munoz,Texas,Dallas
B-25157," $6,471.00 "," $2,842.00 ",18,Electronics,Electronic Games,UPI,18-07-2024,18,7,2024,Lisa Graham,Illinois,Peoria
B-25006," $5,831.00 "," $1,574.00 ",17,Office Supplies,Pens,Debit Card,18-07-2024,18,7,2024,Daniel Dixon,California,San Diego
B-26526, $599.00 , $265.00 ,4,Electronics,Phones,Credit Card,17-07-2022,17,7,2022,Emma Scott,New York,Buffalo
B-26526," $2,727.00 ", $543.00 ,10,Furniture,Bookcases,Credit Card,17-07-2022,17,7,2022,Emma Scott,New York,Buffalo
B-25331," $2,514.00 ", $95.00 ,8,Office Supplies,Pens,UPI,17-07-2023,17,7,2023,Miguel Alvarez,New York,Rochester
B-26795," $5,002.00 "," $1,801.00 ",11,Office Supplies,Markers,Credit Card,16-07-2023,16,7,2023,Karen Townsend,Texas,Houston
B-26795," $7,380.00 "," $1,673.00 ",18,Office Supplies,Markers,COD,16-07-2023,16,7,2023,Karen Townsend,Texas,Houston
B-26795," $5,224.00 "," $1,958.00 ",16,Furniture,Chairs,Credit Card,16-07-2023,16,7,2023,Karen Townsend,Texas,Houston
B-26757," $6,008.00 "," $2,498.00 ",17,Electronics,Phones,Credit Card,16-07-2022,16,7,2022,William Ruiz,Florida,Miami
B-26088," $6,932.00 "," $3,218.00 ",20,Office Supplies,Pens,COD,16-07-2020,16,7,2020,Natalie Cox,Florida,Orlando
B-25526," $2,666.00 ", $559.00 ,14,Furniture,Chairs,COD,16-07-2022,16,7,2022,Hannah Hendricks,Ohio,Cleveland
B-25006," $5,831.00 "," $1,574.00 ",17,Office Supplies,Pens,Debit Card,16-07-2023,16,7,2023,Tiffany Robinson,Florida,Miami
B-26932," $4,364.00 ", $148.00 ,18,Furniture,Tables,EMI,15-07-2022,15,7,2022,Michael Rodriguez,Ohio,Cincinnati
B-26932, $736.00 , $286.00 ,12,Office Supplies,Pens,EMI,15-07-2022,15,7,2022,Michael Rodriguez,Ohio,Cincinnati
B-25861," $9,989.00 "," $3,930.00 ",14,Furniture,Tables,Debit Card,15-07-2023,15,7,2023,Jennifer Chase,New York,Buffalo
B-25861," $9,851.00 "," $2,669.00 ",19,Electronics,Electronic Games,Debit Card,15-07-2023,15,7,2023,Jennifer Chase,New York,Buffalo
B-25022," $6,646.00 ", $848.00 ,15,Furniture,Sofas,Debit Card,14-07-2023,14,7,2023,Lori Colon,New York,Buffalo
B-26607," $1,085.00 ", $301.00 ,20,Furniture,Bookcases,UPI,13-07-2024,13,7,2024,Maria Miller,New York,Buffalo
B-26292," $4,183.00 "," $1,159.00 ",4,Office Supplies,Pens,Debit Card,13-07-2020,13,7,2020,Nathan Moss,Illinois,Springfield
B-26257," $5,460.00 "," $2,088.00 ",14,Furniture,Tables,Debit Card,13-07-2022,13,7,2022,Elizabeth Coffey,New York,Buffalo
B-25560," $7,533.00 "," $3,508.00 ",12,Furniture,Tables,UPI,13-07-2023,13,7,2023,Andrew Allen,California,San Diego
B-25560," $2,334.00 ", $484.00 ,3,Furniture,Sofas,Credit Card,13-07-2023,13,7,2023,Andrew Allen,California,San Diego
B-25560," $4,074.00 "," $1,175.00 ",6,Electronics,Electronic Games,Debit Card,13-07-2023,13,7,2023,Andrew Allen,California,San Diego
B-25560," $4,734.00 "," $1,178.00 ",16,Office Supplies,Binders,Credit Card,13-07-2023,13,7,2023,Andrew Allen,California,San Diego
B-26279," $3,747.00 ", $410.00 ,5,Office Supplies,Markers,Credit Card,12-07-2020,12,7,2020,Kristin Alvarez,Illinois,Springfield
B-26279," $3,194.00 ", $534.00 ,4,Office Supplies,Binders,UPI,12-07-2020,12,7,2020,Kristin Alvarez,Illinois,Springfield
B-25665," $8,962.00 "," $2,444.00 ",18,Electronics,Electronic Games,Debit Card,12-07-2021,12,7,2021,Carlos Wheeler,Ohio,Cleveland
B-26397," $6,200.00 "," $2,321.00 ",18,Furniture,Tables,Credit Card,11-07-2024,11,7,2024,Marcus Flores,California,Los Angeles
B-25120," $7,122.00 "," $1,836.00 ",6,Electronics,Phones,Debit Card,10-07-2023,10,7,2023,Ronald Frey Jr.,New York,New York City
B-25120," $7,327.00 "," $2,596.00 ",15,Office Supplies,Markers,Credit Card,10-07-2023,10,7,2023,Ronald Frey Jr.,New York,New York City
B-26496," $5,301.00 ", $817.00 ,10,Furniture,Tables,Debit Card,09-07-2024,9,7,2024,Daniel Mosley,California,Los Angeles
B-26496," $1,166.00 ", $520.00 ,12,Office Supplies,Paper,Debit Card,09-07-2024,9,7,2024,Daniel Mosley,California,Los Angeles
B-26496," $3,196.00 "," $1,411.00 ",15,Office Supplies,Paper,Debit Card,09-07-2024,9,7,2024,Daniel Mosley,California,Los Angeles
B-26496," $1,801.00 ", $641.00 ,20,Office Supplies,Markers,Credit Card,09-07-2024,9,7,2024,Daniel Mosley,California,Los Angeles
B-26240," $8,042.00 ", $936.00 ,15,Office Supplies,Markers,EMI,09-07-2021,9,7,2021,Michael Williams,Illinois,Springfield
B-26137," $3,423.00 ", $804.00 ,4,Electronics,Printers,Credit Card,09-07-2020,9,7,2020,Alan Livingston,Illinois,Peoria
B-26837, $869.00 , $373.00 ,14,Office Supplies,Paper,Credit Card,08-07-2021,8,7,2021,Larry Hill,New York,New York City
B-26837," $1,486.00 ", $114.00 ,7,Furniture,Bookcases,UPI,08-07-2021,8,7,2021,Larry Hill,New York,New York City
B-25200," $9,653.00 "," $2,471.00 ",6,Office Supplies,Paper,UPI,08-07-2024,8,7,2024,Marissa Hartman,New York,Buffalo
B-26347," $8,586.00 "," $3,826.00 ",7,Furniture,Bookcases,UPI,07-07-2023,7,7,2023,Lance Cain,Florida,Tampa
B-25328," $8,780.00 "," $3,430.00 ",4,Electronics,Electronic Games,Credit Card,07-07-2024,7,7,2024,Debra Smith,Texas,Austin
B-25387," $9,775.00 "," $4,507.00 ",5,Office Supplies,Markers,UPI,06-07-2020,6,7,2020,Amy Thompson,Ohio,Cincinnati
B-26365," $1,895.00 ", $391.00 ,14,Furniture,Tables,UPI,05-07-2024,5,7,2024,Mr. Curtis Bailey,Florida,Tampa
B-26365," $5,323.00 ", $322.00 ,13,Office Supplies,Binders,COD,05-07-2024,5,7,2024,Mr. Curtis Bailey,Florida,Tampa
B-25992," $8,572.00 "," $2,041.00 ",8,Furniture,Tables,EMI,05-07-2023,5,7,2023,Rebecca Huff,Illinois,Springfield
